Quality	#1 ID	#2 ID	#1 String	#2 String
0	5461	15165	Babe, please come crawl out your window,	Oh, use your hands and legs, it won't ruin you.
0	5462	15166	How can you say he will haunt you?	Well, you can go back to him any time that you want to.
0	5463	15167	You got a lotta nerve to say you are my friend	If you won't come out your window.
0	5464	15168	Yes, come out your window!	Oh, my
0	5465	15169	You got a lotta nerve to say you are my friend,	When I was down, you just stood there grinning.
0	5466	15170	You got a lotta nerve to say you got a helping hand to lend,	You just want to be on the side that's winning.
0	5467	15171	You say I let you down, you know it's not like that.	If you're so hurt, why then don't you show it?
0	5468	15172	You say you lost your faith, but that's not where it's at,	You had no faith to lose and you know it.
0	5469	15173	I know the reason that you talk behind my back,	I used to be among the crowd you're in with.
0	5470	15174	Do you take me for such a fool to think I'd make contact	With the one who tries to hide what he don't know to begin with?
0	5471	15175	You see me on the street, you always act surprised,	"You say, ""How are you?"", ""Good luck"", but you don't mean it"
0	5472	15176	When you know as well as me you'd rather see me paralyzed 	Why don't you just come out once and scream it?
0	5473	15177	No, I do not feel that good when I see the heartbreaks you embrace,	If I was a master thief perhaps I'd rob them,
0	5474	15178	And, now, I know you're dissatisfied with your position and your place.	Don't you understand it's not my problem?
0	5475	15179	I wish that for just one time you could stand inside my shoes	And just for that one moment I could be you.
0	5476	15180	Yes, I wish that for just one time you could stand inside my shoes,	You'd know what a drag it is to see you.
0	5477	15181	"Here's a song about marriage. This is called ""Isis"". This is for a man if he's still here."	I married Isis on the fifth day of May,
0	5478	15182	But I could not hold on to her very long,	So I cut off my hair and I rode straight away
0	5479	15183	For the wild, unknown country where I could not go wrong.	I came to a high place of darkness and light,
0	5480	15184	The dividing line ran through the center of town,	I hitched up my pony to a post on the right,
0	5481	15185	Went in to a laundry to wash my clothes down.	A man in the corner approached me for a match,
0	5482	15186	I knew right away he was not ordinary,	"He said, ""Are you looking for something easy to catch?"""
0	5483	15187	"I said, ""I got no money, man."" He said, ""That ain't necessary."""	We set out that night for the cold in the north,
0	5484	15188	I gave him my blanket and he gave me his word,	"I said, ""Where we going?"" He said we'd be back by the fourth."
0	5485	15189	"I said, ""That's the best news that I've ever heard."""	I was thinking 'bout turquoise, I was thinking 'bout gold,
0	5486	15190	Thinking about diamonds and the world's biggest necklace,	As we rode through the canyons, through the devilish cold,
0	5487	15191	I was thinking 'bout Isis, how she thought I was so reckless.	She told me, though, that one day we would meet up again,
0	5488	15192	Things would be different the next time we wed	If only could hang on and just be her friend 
0	5489	15193	I still can't remember all the best things she said.	We came to the pyramids all embedded in ice,
0	5490	15194	"He said, ""There's a body I'm atrying to find."	"If I carry it out, it'll bring a good price."""
0	5491	15195	'Twas then that I knew what he had on his mind.	Well, the wind, it was howling and the snow was outrageous,
0	5492	15196	We chopped through the night and we chopped through the dawn.	When he died, I was hoping that it wasn't contagious,
0	5493	15197	But I made up my mind that I had to get on.	I broke into the tomb, but the casket was empty,
0	5494	15198	There was no jewels, no nothing! I felt I'd been had	When I saw that my partner, he was just being friendly,
0	5495	15199	When I picked up his offer, Lord, musta been mad.	I picked up his body and I dragged him inside,
0	5496	15200	Threw him down in the hole, I put back the cover.	I said a quick prayer just to feel satisfied,
0	5497	15201	Then I went back to find Isis just to tell her I love her.	She was there in the meadow where the creek used to rise,
0	5498	15202	Blinded by sleep and in need of a bed.	I came in from the east with the sun in my eyes,
0	5499	15203	I cursed her one time, then I rode on ahead.	"She said, ""Where you been?"" I said, ""No place special."""
0	5500	15204	"She said, ""You look different."" I said, ""Well, I guess."""	"She said, ""You been gone."" I said, ""That's only natural."""
0	5501	15205	"She said, ""You gonna stay?"" I said, ""If you want me to, yes!"""	Isis, oh, Isis, you're a mystical child,
0	5502	15206	What drives me to you is what drives me insane,	I still can remember the way that you smiled
0	5503	15207	She was the rose of Sharon from paradise lost,	From the city of seven hills, near the place of the cross.
0	5504	15208	I was playing a show in Miami in the theater of divine comedy.	Told about Jesus, told about the rain,
0	5505	15209	She told me about the jungle where her brothers were slain	By the man who invented iron and disappeared so mysteriously.
0	5506	15210	Was she a child or an angel? Did we go too far?	Were we slandered, babe? Did we follow a star
0	5507	15211	Through a hole in the wall to where the long arm of the law cannot reach?	Could I been used and played as a pawn?
0	5508	15212	It certainly was possible as the gay night wore on	Where men bathed in perfume and practiced the hopes of free speech.
0	5509	15213	And them Caribbean winds still blow from Nassau to Mexico,	Fanning the flames in the furnace of desire,
0	5510	15214	And them distant ships of liberty on them iron waves so bold and free,	Bringing everything that's near to me nearer to the fire.
0	5511	15215	Sea breeze blowing, there's a hellhound loose,	Redeemed men who have escaped from the noose
0	5512	15216	Preaching faith and salvation, waiting on the night to arrive.	He was well connected, but her heart was a snare
0	5513	15217	And she had left him to die in there.	He was going down slow, just barely staying alive.
0	5514	15218	The cry of the peacock, flies buzz my head,	Ceiling fan broken, there's a heat in my bed,
0	5515	15219	"Street band playing ""Nearer My God to Thee""."	We met at the station where the mission bells ring,
0	5516	15220	"She said, ""I know what you're thinking, but there ain't a thing"	"You can do about it, so let us just agree to agree."""
0	5517	15221	And them Caribbean winds still blow from Nassau to Mexico,	Fanning the flames on the furnace of desire,
0	5518	15222	Them distant ships of liberty on them iron waves so bold and free,	Bringing everything that's near to me nearer to the fire.
0	5519	15223	Atlantic City, by the cold, grey sea,	"Hear a voice crying ""Daddy!"" I always think it's for me,"
0	5520	15224	But it's only the silence in the buttermilk hills that call.	Every new messenger bringing evil report
0	5521	15225	'Bout armies on the march and time that is short	And famines and earthquakes and trainwrecks and tearing down of the wall.
0	5522	15226	Did you ever have a dream that you couldn't explain?	Ever meet your accusers facetoface in the rain?
0	5523	15227	She had chromebrown eyes that I won't forget as long as she's gone.	I see the screws break loose, see the devil pounding on tin,
0	5524	15228	I see a house in the country being atorn apart from within,	I can hear my ancestors calling from the land far beyond.
0	5525	15229	And them Caribbean winds still blow from Nassau to Mexico,	Fanning the flames in the furnace of desire,
0	5526	15230	And them distant ships of liberty on them iron waves so bold and free,	Bringing everything that's near to me nearer to the fire.
0	5527	15231	Everything went from bad to worse, money never changed a thing,	Death kept following, tracking us down, at least I heard your bluebird sing.
0	5528	15232	Now somebody's got to show their hand, time is an enemy.	I know you're long gone, I guess it must be up to me.
0	5529	15233	If I'd'a thought about it, I never woulda done it, I guess I woulda let it slide,	If I'd'a paid attention to what others were thinking, the heart inside me woulda died,
0	5530	15234	But I was just too stubborn to ever be governed by enforced insanity.	Someone had to reach for the rising star, I guess it was up to me.
0	5531	15235	Now, the Union Central is pulling out, the orchids are in bloom,	I've only got me one good shirt left and it smells of stale perfume.
0	5532	15236	In fourteen months I've only smiled once and I didn't do it consciously.	Somebody's got to find your trail, I guess it's gonna be up to me.
0	5533	15237	It was like a revelation when you betrayed me with your touch,	I'd just about convinced myself nothing had changed that much.
0	5534	15238	The old Rounder in the iron mask, he slipped me the master key.	Somebody had to unlock your heart, he said it was up to me.
0	5535	15239	Now, I watched you slowly disappear down into the officers' club,	I woulda followed you in the door, but I didn't have a ticket stub,
0	5536	15240	So I waited all night till the break of day, hoping one of us could get free.	Oh, when the dawn came over the river bridge, I knew it was up to me.
0	5537	15241	The only decent thing I did when I worked as a postal clerk	Was to haul your picture down off the wall near the cage where I used to work.
0	5538	15242	Was I a fool or not to protect your real identity?	You looked a little burned out, my friend, I thought it might be up to me.
0	5539	15243	I met somebody facetoface, I had to remove my hat,	She's everything I need and love, but I can't be swayed by that.
0	5540	15244	It frightens me, the awful truth of how sweet life can be,	But she ain't gonna make a move, I guess it must be up to me.
0	5541	15245	Now, we heard the Sermon on the Mount and I knew it was too complex,	It didn't amount to anything more than what the broken glass reflects.
0	5542	15246	When you bite off more than you can chew, you got to pay the penalty.	Somebody's got to tell the tale, I guess it must be up to me.
0	5543	15247	Dupree came in pimping tonight to the Thunderbird Cafe,	Crystal wanted to talk to him, I had to look the other way.
0	5544	15248	Now I just can't rest without you, love, I need your company.	You ain't gonna cross the line, I guess it must be up to me.
0	5545	15249	There's a note left in the bottle, you can give it to Estelle.	She's the one you been wondering about, but there's areally nothing much to tell.
0	5546	15250	We both heard voices for a while, now the rest is ahistory.	Somebody's got to cry some tears, I guess it must be up to me.
0	5547	15251	So, go on, boys, play your hands, life is a pantomime,	The ringleaders from the county seat say you don't have all that much time,
0	5548	15252	And the girl with me behind the shades, she ain't my property.	One of us has got to hit the road, I guess it must be up to me.
0	5549	15253	If we never meet again, baby, remember me,	How my lone guitar played sweet for you that oldtime melody,
0	5550	15254	And the harmonica around my neck, I blew it for you free.	No one else could play that tune, you knew it was up to me.
1	5551	15255	Sometimes I'm in the mood, I wanna milk my milkcow low,	Sometimes I'm in the mood, I wanna leave my lonesome home,
0	5552	15256	Yes, sometimes I'm in the mood, I wanna hit that highway road,	But then againand then again, I said, ohwhoawhoaoh, babe, I'm in the mood for you.
0	5553	15257	Sometimes I'm in the mood, I wanna turn my back to the wall,	And sometimes I'm in the mood, I wanna live in my ponystall,
0	5554	15258	And sometimes I'm in the mood, I ain't gonna do nothing at all,	But then again, I said, ohI said, ohI said, ohoh, babe, I'm in the mood for you.
0	5555	15259	Woo!	Sometimes I'm in the mood I wanna change my house around,
1	5556	15260	And sometimes I'm in the mood, I wanna change things in the town,	And sometimes I'm in the mood, I wanna change the whole world around,
0	5557	15261	But then againI think againand then thewhoaI said, ohI said, oh, babe, I'm in the mood for you.	Sometimes I'm in the mood, I'm gonna give away all my sins,
1	5558	15262	And sometimes I'm in the mood, I wanna walk the road again,	And sometimes I'm in the mood that I'm bound to lose again,
0	5559	15263	But then again, I saidagain, I said, whoawhoa, babe, sometimes I'm in the mood for you.	Woo!
0	5560	15264	I said, whoawhoawhoawhoa, I said, oh, babe, I'm in the mood for you,	I said, oh, babe, I'm in the mood for you.
0	5561	15265	Well, the rainman comes with his magic wand,	"But the judge says, ""Mona can't have no bond."""
0	5562	15266	The walls collide, Mona cries.	Rainman leaves in the wolfman's disguise. Oh!
0	5563	15267	I wanna be your lover, baby, I wanna be your man,	I wanna be your lover, baby, I don't wanna be hers, I wanna be yours!
0	5564	15268	Now the undertaker in his midnight suit	"Says to the madman, ""Ain't you cute!"""
0	5565	15269	The madman, he jumps up on the shelf,	"He says, ""You ain't so bad yourself!"" Oh, yeah!"
0	5566	15270	I wanna be your lover, baby, I wanna be your man,	I wanna be your lover, baby, I don't wanna be hers, I wanna be yours!
0	5567	15271	Well, Jumping Judy can't go no higher,	She had bullets in her eyes and they fire.
0	5568	15272	Rasputin, he's so dignified,	Touched the back of her head and he died. Oh!
0	5569	15273	I wanna be your lover, baby, I wanna be your man,	I wanna be your lover, baby, I don't wanna be hers, I wanna be yours!
0	5570	15274	Alright!	Well, Phaedra with her looking glass,
1	5571	15275	When she lays upon the grass,	She gets all messed up, she faints,
0	5572	15276	That's 'cause she's so obvious and you ain't. Oh, oh, well!	I wanna be your lover, baby, I wanna be your man,
0	5573	15277	I wanna be your lover, baby, I don't wanna be hers, I wanna be yours!	I wanna be yours!
1	5574	15278	Alright, now!	I'll hold it down for you.
0	5575	15279	The guilty undertaker sighs, the lonesome organgrinder cries,	The silver saxophones say I should refuse you.
0	5576	15280	The cracked bells and washedout horns blow into my face with scorn,	But it's not that way, I wasn't born to lose you.
1	5577	15281	I want you,	I want you,
1	5578	15282	I want you so bad,	Honey, I want you.
0	5579	15283	The drunken politician leaps upon the street where mothers weep	And the saviors, who are fast asleep, they wait for you.
0	5580	15284	And I wait for them to interrupt me drinking from my broken cup	And ask me to open up the gate for you.
1	5581	15285	I want you,	I want you,
1	5582	15286	Yes, I want you so bad,	Honey, I want you.
0	5583	15287	Now, all my fathers, they've gone down,	True love, they've been without it,
0	5584	15288	But all their daughters put me down	'Cause I don't think about it.
0	5585	15289	Well, I return to the Queen of Spades and talk with my chambermaid,	She knows that she's not afraid to look at her.
0	5586	15290	She is good to me and there's nothing she doesn't see,	She knows where I'd like to be, but it doesn't matter.
1	5587	15291	I want you,	I want you,
1	5588	15292	Yes, I want you so bad,	Honey, I want you.
0	5589	15293	Now, your dancing child with his Chinese suit, he spoke to me, I took his flute.	No, I wasn't very cute to him, was I?
0	5590	15294	But I did it because he lied, because he took you for a ride,	And because time was on his side and because I
1	5591	15295	Want you,	I want you,
1	5592	15296	Yes, I want you so bad,	Honey, I want you.
0	5593	15297	Heart of mine, be still,	You can play with fire, but you'll get the bill.
1	5594	15298	Don't let her know,	Don't let her know that you love her,
0	5595	15299	Don't be a fool, don't be blind,	Heart of mine.
0	5596	15300	Heart of mine, go back home,	You got no reason to wander, no reason to roam.
1	5597	15301	Don't let her see,	Don't let her see where you're going,
0	5598	15302	Don't put yourself over the line,	Heart of mine.
0	5599	15303	Heart of mine, go back where you been,	Be only trouble for you ifa you let her in.
1	5600	15304	Don't let her know,	Don't let her know that you love her,
0	5601	15305	Don't be a fool, don't be blind,	Heart of mine.
0	5602	15306	Heart of mine, so malicious and so full of guile,	Give you an inch and you'll take the mile.
1	5603	15307	Don't let yourself fall,	Don't let yourself stumble,
0	5604	15308	If you can't do the time, don't do the crime,	Heart of mine,
0	5605	15309	If you can't do the time, don't do the crime,	Heart of mine,
0	5606	15310	If you can't do the time, don't do the crime,	Heart of mine.
0	5607	15311	On a night like this I'm so glad you came around,	Hold on to me so tight and heat up some coffee grounds.
0	5608	15312	We got much to talk about and much to reminisce,	It sure is right on a night like this.
0	5609	15313	On a night like this I'm so glad you're here to stay,	Hold on to me, pretty miss, and say you'll never go away to stray.
0	5610	15314	Run your fingers down my spine and bring me a touch of bliss,	It sure feels right on a night like this.
0	5611	15315	On a night like this I can't get any sleep,	The air is so cold outside and the snow's so deep.
0	5612	15316	Build a fire, throw on logs, and listen to it hiss,	And let it burn, burn, burn, burn on a night like this.
0	5613	15317	Put your body next to mine and keep me company,	There is plenty of room for all, so please don't elbow me.
0	5614	15318	Let the four winds blow around this old cabin door 	If I'm not too far off, I think we did this once before.
0	5615	15319	There's more frost on the window glass with each new, tender kiss,	But it sure feels right on a night like this.
0	5616	15320	Nobody feels any pain tonight as I stand inside the rain.	Everybody knows that baby's got new clothes,
0	5617	15321	But lately I see her ribbons and her bows have fallen from her curls.	She takes just like a woman  yes, she does!
0	5618	15322	She makes love just like a woman  yes, she does!	And she aches just like a woman, but she breaks just like a little girl.
0	5619	15323	Queen Mary, she's my friend. Yes, I believe I'll go see her again.	Nobody has to guess that baby can't be blessed
0	5620	15324	Till she finally sees that she's like all the rest with her fog, her amphetamine, and her pearls.	She takes just like a woman  yes!
0	5621	15325	She makes love just like a woman  yes, she does!	And she aches just like a woman, but she breaks just like a little girl.
0	5622	15326	It was raining from the first and I was dying of thirst so I came in here.	And your longtime curse hurts, but what's worse is this pain in here.
0	5623	15327	I can't stay in here  ain't it clear	That I just can't fit? Yes, I believe it's time for us to quit.
0	5624	15328	And, when we meet again, introduced as friends,	Please don't let on that you knew me when I was hungry and it was your world.
1	5625	15329	Ah, you fake just like a woman  yes, you do!	You make love just like a woman  yes, you do!
0	5626	15330	Hot chili peppers in the blistering sun,	Dust on my face and my cape,
0	5627	15331	Me and Magdalena on the run,	I think this time we should escape.
0	5628	15332	Sold my guitar to the baker's son	For a few crumbs and a place to hide,
0	5629	15333	But I can get another one	And I'll play for Magdalena as we ride.
0	5630	15334	No llores, mi querida, Dios nos vigila,	Soon the horse will take us to Durango.
0	5631	15335	Agarrame, mi vida, soon the desert will be gone,	Soon you will be dancing the fandango.
0	5632	15336	Past the Aztec ruins and the ghosts of our people,	Hoofbeats like castanets on stone,
0	5633	15337	At night I dream of bells in the village steeple,	Then I see the bloody face of Ramon.
0	5634	15338	Was it me that shot him down in the cantina?	Was it my hand that held the gun?
0	5635	15339	Come, let us fly, my Magdalena,	The dogs are barking and what's done is done.
0	5636	15340	No llores, mi querida, Dios nos vigila,	Soon the horse will take us to Durango.
0	5637	15341	Agarrame, mi vida, soon the desert will be gone,	Soon you will be dancing the fandango.
0	5638	15342	At the corrida we'll sit in the shade	And watch the young torero stand alone,
0	5639	15343	Drink tequila where our grandfathers stayed	When they rode with Villa into Torreon.
0	5640	15344	The way, it is long, but the end is near,	Already the fiesta has begun,
0	5641	15345	Well, the streetsthe face of God will soon appear	With the serpent eyes of obsidian.
0	5642	15346	No llores, mi querida, Dios nos vigila,	Soon the horse will take us to Durango.
0	5643	15347	Agarrame, mi vida, soon the desert will be gone,	Soon you will be dancing the fandango.
0	5644	15348	Was that the thunder that I heard?	My head is vibrating, I feel a sharp pain.
0	5645	15349	Come sit by me, don't say a word.	Oh, can it be that I am slain?
0	5646	15350	Quick, Magdalena, take my gun,	Look up in the hills, that flash of light.
0	5647	15351	Aim well, my little one,	We may not make it through the night.
0	5648	15352	Senor, Senor, can you tell me where we're heading,	Lincoln County Road or Armageddon?
0	5649	15353	Seem like I been down this way before,	Is there any truth in that, Senor?
0	5650	15354	Senor, Senor, do you know where she's hiding?	How long are we gonna be riding?
0	5651	15355	How long must I keep my eyes glued to the door?	Will there be any comfort there, Senor?
0	5652	15356	There's a wicked wind still blowing on that upper deck,	There's an Iron Cross still hanging down from around her neck,
0	5653	15357	There's a marching band still playing in that vacant lot	"Where she held me in her arms one time and said, ""Forget me not."""
0	5654	15358	Senor, Senor, I can see that painted wagon,	Smell the tail of the dragon,
0	5655	15359	Can't stand the suspense anymore	Can you tell me who to contact here, Senor?
0	5656	15360	Well, the last thing I remember before I stripped and kneeled	Was that trainload of fools bogged down in a magnetic field,
0	5657	15361	A gypsy with a broken flag and a flashing ring,	"She said, ""Son, this ain't a dream no more, it's the real thing."""
0	5658	15362	Senor, Senor, you know, their hearts're as hard as leather,	Well, give me a minute, let me get it together,
0	5659	15363	Just gotta pick myself up off the floor.	I'm ready when you are, Senor.
0	5660	15364	Senor, Senor, let's overturn these tables,	Disconnect these cables
0	5661	15365	This place don't make sense to me no more!	Can you tell me what we're waiting for, Senor?
0	5662	15366	You may be an ambassador to England or France,	You may like to gamble, you might like to dance,
0	5663	15367	You may be the heavyweight champion of the world,	You may be a socialite with a long string of pearls,
1	5664	15368	But you're gonna have to serve somebody,	Yes, indeed, you're gonna have to serve somebody:
0	5665	15369	Well, it may be the devil or it may be the Lord,	But you're gonna have to serve somebody.
0	5666	15370	May be a rockandroll addict prancing on the stage,	Might have drugs at your command, women in a cage,
0	5667	15371	You may be a businessman or some highdegree thief,	"They may call you ""doctor"" or they may call you ""chief"","
1	5668	15372	But you're gonna have to serve somebody,	Yes, you are, you're gonna have to serve somebody:
0	5669	15373	Well, it may be the devil or it may be the Lord,	But you're gonna have to serve somebody.
0	5670	15374	You may be a state trooper, you might be a Young Turk,	May be the head of some big TV network,
0	5671	15375	You may be rich or poor, you may be blind or lame,	May be living in another country under another name,
1	5672	15376	But you're gonna have to serve somebody,	Yes, you are, you're gonna have to serve somebody:
0	5673	15377	Well, it may be the devil or it may be the Lord,	But you're gonna have to serve somebody.
0	5674	15378	May be a construction worker working on a home,	Might be living in a mansion, you might live in a dome,
1	5675	15379	You may own guns and you may even own tanks,	You may be somebody's landlord, you may even own banks,
1	5676	15380	But you're gonna have to serve somebody,	Yes, you're gonna have to serve somebody:
0	5677	15381	Well, it may be the devil or it amay be the Lord,	But you're gonna have to serve somebody.
0	5678	15382	You may be a preacher preaching spiritual pride,	May be a city councilman taking bribes on the side,
0	5679	15383	May be working in a barbershop, you may know how to cut hair,	You may be somebody's mistress, may be somebody's heir,
1	5680	15384	But you're gonna have to serve somebody,	Yes, you're gonna have to serve somebody:
0	5681	15385	Well, it may be the devil or it may be the Lord,	But you're gonna have to serve somebody.
1	5682	15386	Might like to wear cotton, might like to wear silk,	Might like to drink whiskey, might like to drink milk,
0	5683	15387	Might like to eat caviar, you might like to eat bread,	May be sleeping on the floor, sleeping in a kingsize bed,
1	5684	15388	But you're gonna have to serve somebody,	Yes, indeed, you're gonna have to serve somebody:
0	5685	15389	Well, it may be the devil or it may be the Lord,	But you're gonna have to serve somebody.
1	5686	15390	Now, you may call me Terry or you may call me Timmy,	You may call me Bobby or you may call me Zimmy,
0	5687	15391	You may call me R.J., you may call me Ray,	You may call me anything, don't matter what you say,
1	5688	15392	You're still gonna have to serve somebody,	Yes, you're gonna have to serve somebody:
0	5689	15393	Well, it may be the devil and it may be the Lord,	But you're gonna have to serve somebody.
1	5690	15394	They ask me how I feel	And if my love is real
0	5691	15395	And how I know I'll make it through	And theythey look at me and frown,
0	5692	15396	They'd like to drive me from this town,	They don't want me around 'cause I believe in you.
1	5693	15397	Theythey show me to the door,	They say don't come back no more
0	5694	15398	'Cause I don't be like they'd like me to	And II walk out on my own,
0	5695	15399	A thousand miles from home,	But I don't feel alone 'cause I believe in you.
1	5696	15400	I believe in you even through the tears and the laughter,	I believe in you even though we be apart,
0	5697	15401	I believe in you even on the morning after,	Oh, when the dawn is nearing,
0	5698	15402	Oh, when the night is disappearing,	Oh, this feeling's still here in my heart.
1	5699	15403	Don't let me drift too far,	Keep me where you are,
0	5700	15404	Where I will always be renewed,	And that which you've given me today
0	5701	15405	Is worth more than I could pay	And, no matter what they say, I believe in you.
1	5702	15406	I believe in you when winter turnsturns to summer,	I believe in you when white turn to black,
0	5703	15407	I believe in you even though I be outnumbered,	Oh, though the earth may shake me,
0	5704	15408	Oh, though my friends forsake me,	Oh, even that couldn't make me go back.
1	5705	15409	Don't let me change my heart,	Keep me set apart
0	5706	15410	From all the plans they do pursue	And II don't mind the pain,
0	5707	15411	Don't mind the driving rain,	I know I will sustain 'cause I believe in you.
0	5708	15412	Time passes slowly up here in the mountains,	We set beside bridges and walk beside fountains,
0	5709	15413	Catch the wild fishes that float through the stream 	Time passes slowly when you're lost in a dream.
0	5710	15414	Once I had a sweetheart, she was fine and goodlooking,	We sat in her kitchen while her mama was cooking,
0	5711	15415	Staring out the window to the stars high above 	Time passes slow when you're searching for love.
1	5712	15416	Ain't no reason to go in a wagon to town,	Ain't no reason to go to the fair,
0	5713	15417	Ain't no reason to go up, ain't no reason to go down,	Ain't no reason to go anywhere.
0	5714	15418	Time passes slowly up here in the daylight,	Stares straight ahead and tries so hard to stay right,
0	5715	15419	Like the red rose of summer that blooms in the day	Time passes slowly and fades away.
1	5716	15420	They say every man must need protection,	They say every man must fall,
0	5717	15421	Yet I swear I see my reflection	Some place so high above the wall.
0	5718	15422	I see my light come shining from the west out to the east,	Any day now, any day now, I shall be released.
0	5719	15423	Down here next to me in this lonely crowd	There's a man who swears he's not to blame.
0	5720	15424	All day long I hear him cry so loud,	Calling out that he's been framed.
0	5721	15425	Yeah, I see my light come shining from the west out to the east,	Any day now, any day now, I shall be released.
0	5722	15426	Mama, take this badge off of me,	I can't use it anymore.
0	5723	15427	It's getting dark, too dark to see,	I feel I'm knocking on heaven's door,
1	5724	15428	Knockknockknocking on heaven's door,	Knockknockknocking on heaven's door,
1	5725	15429	Knockknockknocking on heaven's door,	Knockknockknocking on heaven's door.
0	5726	15430	Mama, put my guns in the ground,	I can't shoot them anymore.
0	5727	15431	That long, black cloud is coming down,	I feel I'm knocking on heaven's door,
1	5728	15432	Knockknockknocking on heaven's door,	Knockknockknocking on heaven's door,
1	5729	15433	Knockknockknocking on heaven's door,	Knockknockknocking on heaven's door.
0	5730	15434	"""There must be some way outta here,"" said the joker to the thief,"	"""There's too much confusion, I can't get no release."
0	5731	15435	Businessmen, they drink my wine, plowmen dig my earth,	"None of them along the line know what any of it is worth."""
0	5732	15436	"""No reason to get excited,"" the thief, he kindly spoke,"	"""There are many here among us who feel that life is but a joke,"
0	5733	15437	But you and I, we've been through that and this is not our fate,	"So let us not talk falsely now, the hour's getting late."""
0	5734	15438	All along the watchtower princes kept the view	While all the women came and went, barefoot servants too.
0	5735	15439	Outside in the distance a wildcat did growl,	Two riders were approaching, the wind began to howl.
1	5736	15440	Well, I'm hanging on	To a solid rock,
0	5737	15441	Made before the foundation of the world,	And I won't let go and I can't let go,
1	5738	15442	Won't let go and I can't let go,	Won't let go and I can't let go no more.
0	5739	15443	For me He was chastised, for me He was hated,	For me He was rejected by a world that He created.
0	5740	15444	Nations are angry, cursed are some,	People are expecting a false peace to come.
1	5741	15445	Well, I'm hanging on	To a solid rock,
0	5742	15446	Made before the foundation ofof the world,	And I won't let go and I can't let go,
1	5743	15447	Won't let go and I can't let go,	Won't let go and I can't let go no more.
0	5744	15448	It's the ways of the flesh to war against the spirit,	Twentyfour hours a day you can feel it and you can hear it,
0	5745	15449	Using every angle under the sun,	And it never give up till the battle's lost or won.
1	5746	15450	Well, I'm hanging on	To a solid rock,
0	5747	15451	Made before the foundation ofof the world,	I won't let go and I can't let go,
1	5748	15452	I won't let go and I can't let go,	Won't let go and I can't let go no more.
1	5749	15453	Won't let go and I can't let go,	I won't let go and I can't let go,
1	5750	15454	I won't let go and I can't let go,	I won't let go and I can't let go,
1	5751	15455	Won't let go and I can't let go,	Won't let go and I can't let go,
1	5752	15456	Won't let go and I can't let go,	Won't let go and I can't let go.
0	5753	15457	May God bless and keep you always, may your wishes all come true,	May you always do for others and let others do for you.
0	5754	15458	May you build a ladder to the stars and climb on every rung	And may you stay forever young,
0	5755	15459	May you stay forever young.	May you grow up to be righteous, may you grow up to be true,
0	5756	15460	May you always know the truth and see the light surrounding you.	May you always be courageous, stand upright and be strong,
1	5757	15461	And may you stay forever young,	May you stay forever young.
0	5758	15462	May your hands always be busy, may your feet always be swift,	May you have a strong foundation when the winds of changes shift.
0	5759	15463	May your heart always be joyful, may your song always be sung,	And may you stay forever young,
0	5760	15464	"Well, I told my baby, I said, ""Baby, I know where you been,"	"I know who you are and what league you play in."""
1	5761	15465	You wanna ramble to the break of dawn,	You wanna ramble to the break of dawn,
0	5762	15466	You wanna ramble to the break of dawn.	Well, the night is so empty, so quiet and still,
0	5763	15467	For only fifteen hundred dollars you can have anybody killed.	You wanna ramble to the break of dawn,
1	5764	15468	You wanna ramble, yeah, to the break of dawn,	You wanna ramble to the break of dawn.
0	5765	15469	Well, I told my baby further down the line,	"I said, ""What happens tomorrow is on your head, not mine."""
1	5766	15470	You wanna ramble, yeah, to the break of dawn,	You wanna ramble, uh, to the break of dawn,
0	5767	15471	There was a man named Mahatma Gandhi,	Wouldn't bow down, he would not fight.
0	5768	15472	He knew the deal was adown and dirty,	Nothing wrong could make it right away,
0	5769	15473	But he knew his duty and the price he had to pay,	Just another holy man who dared to be a friend.
0	5770	15474	My God, they killed Him!	Another man from Atlanta, Georgia,
0	5771	15475	Name of Martin Luther King,	He shook the land like a rolling thunder,
0	5772	15476	He made the bells of freedom ring today	With a dream of beauty that they cannot take away,
0	5773	15477	Just another holy man who dared to make a stand.	My God, they killed Him!
1	5774	15478	The only son of God Almighty,	The holy one called Jesus Christ,
0	5775	15479	He healed the sick and He fed the hungry	And for His love they took His life away
0	5776	15480	On the road to glory where the story never ends,	Just the holy son of man I'll never understand.
0	5777	15481	My God, they killed Him!	There was a man named Mahatma Gandhi,
0	5778	15482	A man named Martin Luther King,	The only son of God Almighty,
0	5779	15483	The holy one called Jesus Christ,	On the road to glory where the story never ends,
0	5780	15484	Just the holy son of man I'll never understand.	My God, they killed Him!
0	5781	15485	There was a man named Mahatma Gandhi,	A man named Martin Luther King,
1	5782	15486	The only son of God Almighty,	The holy one called Jesus Christ,
0	5783	15487	On the road to glory where the story never ends,	Just the holy son of man I'll never understand.
0	5784	15488	My God, they killed Him!	There was a man named Mahatma Gandhi,
0	5785	15489	A man named Martin Luther King,	The only son of God Almighty,
0	5786	15490	The holy one called Jesus Christ.	There was a man named Mahatma Gandhi,
0	5787	15491	I didn't know that you'd be leaving 	Who you thought you were talking to?
0	5788	15492	I figure maybe we're even	Or maybe I'm one up on you.
1	5789	15493	I send you all my money	Just like I did before,
0	5790	15494	I tried to reach you, honey,	But you're drifting too far from shore,
1	5791	15495	Drifting too far from shore, yeah,	Drifting too far from shore.
